zond	zond/src/desync/fooling.rs	13	FoolingKind	2	0	zond/src/desync/nfqws2.rs,zond/src/desync/strategy.rs	OK	2
zond	zond/src/desync/fooling.rs	25	Fooling	0	0		OK	0
zond	zond/src/desync/strategy.rs	29	Blob	2	0	zond/src/desync/capability.rs,zond/src/desync/nfqws2.rs	OK	2
zond	zond/src/desync/strategy.rs	61	Overlap	2	0	zond/src/desync/capability.rs,zond/src/desync/nfqws2.rs	OK	2
zond	zond/src/desync/strategy.rs	112	Decoy	2	0	zond/src/desync/capability.rs,zond/src/desync/nfqws2.rs	OK	2
zond	zond/src/desync/split.rs	13	Order	3	0	zond/src/desync/capability.rs,zond/src/desync/nfqws2.rs,zond/src/desync/strategy.rs	OK	3
zond	zond/src/desync/split.rs	85	Landmark	1	0	zond/src/desync/nfqws2.rs	OK	1
zond	zond/src/verify.rs	21	Content	1	0	zond/src/matrix.rs	OK	1
zond	zond/src/tempo.rs	51	Tempo	1	0	zond/src/bin/zond-tempo.rs	OK	1
zond	zond/src/tempo.rs	139	Verdict	2	1	nevod2/src/investigation.rs,zond/src/bin/zond-tempo.rs	OK	2
zond	zond/src/search.rs	96	Blindness	1	0	zond/src/lib.rs	OK	1
zond	zond/src/search.rs	174	Attempt	2	1	nevod2-runtime/src/bin/edge-search.rs,zond/src/bin/zond-corpus.rs	OK	2
zond	zond/src/search.rs	185	Report	2	1	nevod2-runtime/src/bin/edge-search.rs,zond/src/bin/zond-corpus.rs	OK	2
zond	zond/src/search.rs	197	Finding	1	1	nevod2-runtime/src/assign.rs	OK	1
zond	zond/src/search.rs	697	Verdict	3	2	nevod2-runtime/src/answer.rs,nevod2-runtime/src/assign.rs,zond/src/bin/zond-corpus.rs	OK	3
zond	zond/src/fate.rs	22	Fate	0	0		OK	0
zond	zond/src/fate.rs	50	Observed	2	2	nevod2/src/flow.rs,nevod2/src/session.rs	OK	2
zond	zond/src/fate.rs	122	Delivery	1	1	nevod2/src/flow.rs	OK	1
zond	zond/src/lib.rs	76	Profile	3	1	nevod2-runtime/src/lib.rs,zond/src/bin/zond-probe.rs,zond/src/bin/zond-sweep.rs	OK	3
zond	zond/src/lib.rs	176	Outcome	4	1	nevod2/src/investigation.rs,zond/src/bin/zond-corpus.rs,zond/src/bin/zond-probe.rs,zond/src/bin/zond-sweep.rs	OK	2
zond	zond/src/lib.rs	256	Bound	3	3	nevod2-runtime/src/bin/edge-loop.rs,nevod2-runtime/src/bin/edge-search.rs,nevod2-runtime/src/bin/probe-marked.rs	OK	3
zond	zond/src/via.rs	33	Via	2	0	zond/src/lib.rs,zond/src/tempo.rs	OK	1
zond	zond/src/via.rs	51	Detour	0	0		OK	0
zond	zond/src/history.rs	67	Shift	1	0	zond/src/bin/zond-sweep.rs	OK	1
reflex/core	reflex/core/src/dns/mod.rs	8	DnsDirection	0	0		NOT_BUILT	0
reflex/core	reflex/core/src/stream/detect_per.rs	52	Lifetime	1	0	reflex/core/src/stream/mod.rs	OK	1
reflex/core	reflex/core/src/stream/tee.rs	45	Fanout	1	0	reflex/core/src/stream/mod.rs	OK	1
reflex/core	reflex/core/src/stream/group_by.rs	26	Keys	1	0	reflex/core/src/stream/mod.rs	OK	1
reflex/core	reflex/core/src/detector.rs	10	DetectorEvent	7	0	reflex/core/src/category.rs,reflex/core/src/ext.rs,reflex/core/src/flow_table.rs,reflex/core/src/lib.rs,reflex/core/src/pcap.rs,reflex/core/src/stream/detect_per.rs,reflex/core/src/tls/assembly.rs	OK	6
reflex/core	reflex/core/src/tls/assembly.rs	45	Assembly	1	0	reflex/core/src/tls/mod.rs	OK	1
reflex/core	reflex/core/src/tls/mod.rs	39	TlsContentType	0	0		OK	0
reflex/core	reflex/core/src/tls/mod.rs	66	TlsFragment	0	0		OK	0
reflex/core	reflex/core/src/tls/mod.rs	151	Ech	1	1	nevod2-runtime/src/bin/ech-watch.rs	OK	1
reflex/core	reflex/core/src/tls/mod.rs	332	RecordNeed	0	0		OK	1
reflex/core	reflex/core/src/pcap.rs	51	Broken	0	0		OK	0
reflex/core	reflex/core/src/command.rs	5	Command	1	0	reflex/core/src/lib.rs	OK	1
reflex/core	reflex/core/src/command.rs	22	InjectablePacket	1	0	reflex/core/src/lib.rs	OK	1
reflex/core	reflex/core/src/types/ethertype.rs	2	EtherType	3	0	reflex/core/src/parse/ipv4.rs,reflex/core/src/types/ethernet.rs,reflex/core/src/types/mod.rs	OK	3
reflex/core	reflex/core/src/types/protocol.rs	2	IpProtocol	4	0	reflex/core/src/parse/tcp.rs,reflex/core/src/parse/udp.rs,reflex/core/src/types/ipv4.rs,reflex/core/src/types/mod.rs	OK	4
reflex/core	reflex/core/src/types/protocol.rs	31	Protocol	6	0	reflex/core/src/parse/from_ip.rs,reflex/core/src/types/connection_id.rs,reflex/core/src/types/flow.rs,reflex/core/src/types/mod.rs,reflex/core/src/types/tcp.rs,reflex/core/src/types/udp.rs	OK	6
reflex/core	reflex/core/src/expiring_set.rs	23	Marking	1	1	zond/src/search.rs	OK	1
reflex/linux	reflex/linux/src/nfqws/process.rs	18	NfqwsError	1	0	reflex/linux/src/nfqws/mod.rs	OK	1
reflex/linux	reflex/linux/src/nfqueue/pipeline.rs	17	NfqVerdict	3	0	reflex/linux/src/nfqueue/mod.rs,reflex/linux/src/nfqueue/typed.rs,reflex/linux/src/nfqueue/witness.rs	OK	3
reflex/linux	reflex/linux/src/nfqueue/pipeline.rs	41	NfqVerdictKind	1	0	reflex/linux/src/nfqueue/mod.rs	OK	1
reflex/linux	reflex/linux/src/nfqueue/backend.rs	55	Waited	1	0	reflex/linux/src/nfqueue/mod.rs	OK	1
reflex/linux	reflex/linux/src/nfqueue/typed.rs	20	L7	1	0	reflex/linux/src/nfqueue/mod.rs	OK	1
reflex/linux	reflex/linux/src/nfqueue/guard.rs	27	Direction	2	0	reflex/linux/src/nfqueue/mod.rs,reflex/linux/src/nfqueue/nft_guard.rs	OK	2
reflex/linux	reflex/linux/src/nfqueue/guard.rs	33	MarkMatch	2	0	reflex/linux/src/nfqueue/mod.rs,reflex/linux/src/nfqueue/nft_guard.rs	OK	2
reflex/linux	reflex/linux/src/nfqueue/guard.rs	43	RuleAction	2	0	reflex/linux/src/nfqueue/mod.rs,reflex/linux/src/nfqueue/nft_guard.rs	OK	2
reflex/linux	reflex/linux/src/nfqueue/guard.rs	50	RuleProtocol	2	0	reflex/linux/src/nfqueue/mod.rs,reflex/linux/src/nfqueue/nft_guard.rs	OK	2
reflex/linux	reflex/linux/src/nfqueue/preflight.rs	9	PreflightError	0	0		OK	0
reflex/linux	reflex/linux/src/conntrack/wire.rs	71	Chunk	2	0	reflex/linux/src/conntrack/dump.rs,reflex/linux/src/conntrack/mod.rs	OK	2
reflex/linux	reflex/linux/src/conntrack/dump.rs	24	DumpError	1	0	reflex/linux/src/conntrack/mod.rs	OK	1
